ID_ES,COD_CATALOGO_ES,NOMBRE_ES,CATEGORIA_ES,CLASE_ES,TIPO_ES,ESTADO,FGDA,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,FECHA_INSTALACION,FECHA_SUSPENSION
183,23087420,STA RITA RNS 5A ,LM,HID,CON,ACT,EEPP,ANTIOQUIA,GUATAPÉ,6.2833333,-75.1666670,15/11/1971,
184,23087430,FE LA ,LM,HID,CON,ACT,EEPP,ANTIOQUIA,RETIRO,6.0833333,-75.5000000,15/06/1973,
185,23087440,VARIANTE LA ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,RIONEGRO,6.1333333,-75.4166670,15/08/1983,15/01/1985
186,23087450,PLAYAS RN 12A ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.9666670,15/07/1985,15/08/1987
187,23087460,CHARCO LARGO ,LG,HID,CON,ACT,ISA,ANTIOQUIA,SAN CARLOS,6.1500000,-75.0666670,15/11/1989,
188,23087470,VIENTO EL ,LG,HID,CON,SUS,ISAGEN,ANTIOQUIA,ALEJANDRÍA,6.3936944,-75.0907780,15/03/1987,20/10/2010
189,23087490,GUATAPE  RN 9A ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.0333330,15/03/1986,
190,23087500,MONOS RN 26 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,CARACOLÍ,6.3833333,-74.7333330,15/07/1986,
191,23087510,GUATAPE 1ETP RNS27 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.2500000,-75.0666670,15/07/1986,15/08/1991
192,23087520,VERT. PLAYAS RN 28 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3500000,-74.9500000,15/05/1987,15/05/1991
193,23087530,CHORRERA LA RN 30 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.2833333,-75.0333330,15/03/1988,
194,23087540,BIZCOCHO EL RN 31 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.0666670,15/03/1988,
195,23087550,CHURIMO EL RN 32 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.0666670,15/04/1988,
196,23087560,GENERACION G.II ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.0666670,15/11/1987,15/06/1991
197,23087570,GENER. PLAYA RN 33 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.2500000,-74.9166670,15/06/1988,15/05/1991
198,23087580,RN-36 Q.LAS PALMAS ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RETIRO,6.1333333,-75.5000000,27/03/2003,
199,23087590,VERT STA RITA RN34 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,ALEJANDRÍA,6.3000000,-75.1666670,15/11/1988,
200,23087600,REB BOM PLNT RN 1B ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,RETIRO,6.0833333,-75.5000000,15/06/1973,
201,23087610,PALMAS LAS RN 7 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.1500000,-75.5333330,15/11/1952,15/06/1958
202,23087620,REBOSE LA FE ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.1000000,-75.5000000,15/03/1985,15/02/1991
203,23087630,CHARCO NEGRO ,LG,HID,CON,ACT,ISA,ANTIOQUIA,SAN ROQUE,6.4500000,-75.0833330,15/07/1991,
204,23087640,CHARCON EL ,LG,HID,CON,ACT,ISA,ANTIOQUIA,SAN CARLOS,6.2666667,-74.9166670,15/06/1991,
205,23087650,PTE ARKANSAS ,LG,HID,CON,ACT,ISA,ANTIOQUIA,SAN CARLOS,6.2333333,-74.9166670,15/06/1991,
206,23087680,PTE CARRETERA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SAN VICENTE,6.2666667,-75.3500000,15/05/1992,
207,23087690,BODEGAS ,LM,HID,CON,ACT,ISA,ANTIOQUIA,RIONEGRO,6.1666667,-75.4166670,15/05/1992,
208,23087700,MARINILLA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,MARINILLA,6.1833333,-75.3333330,15/05/1992,
209,23087710,BOCATOMA ACUEDUCTO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SANTUARIO,6.1500000,-75.2666670,15/05/1992,
210,23087720,BOCATOMA ACUEDUCTO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SANTUARIO,6.1500000,-75.2666670,15/05/1992,
211,23087730,TABLAZO EL ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RIONEGRO,6.1500000,-75.4500000,15/05/1992,
212,23087740,FAC ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RIONEGRO,6.1666667,-75.4166670,15/05/1992,
213,23087750,CARDAL EL ,LM,HID,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.2666667,-74.9166670,15/01/1989,
214,23087760,BOCATOMA EL PEROL ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,GUATAPÉ,6.2833333,-75.1000000,15/06/1992,
215,23087770,SAN SEBASTIAN ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,LA CEJA,6.0500000,-75.4166670,15/03/1993,
216,23087780,MONTENEVADO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RIONEGRO,6.1000000,-75.4833330,15/03/1993,
217,23087790,FLOR SILVESTRE ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CARMEN DE VIBORAL,6.1000000,-75.3333330,15/03/1993,
218,23087800,COMPANIA ABAJO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SAN VICENTE,6.2500000,-75.3333330,15/03/1993,
219,23087810,LLANO GRANDE ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RIONEGRO,6.1333333,-75.4333330,15/06/1993,
220,23087820,AMISTAD LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SANTUARIO,6.1333333,-75.2666670,15/06/1993,
221,23087840,SOBRANTE BOMBEO ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,GUARNE,6.3000000,-75.4166670,15/02/1957,
222,23087850,CASA MIA RNS 22 ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,RIONEGRO,6.1500000,-75.3500000,15/12/1989,15/12/1991
223,23087860,VILLA PAOLA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,GUARNE,6.2833333,-75.4500000,15/03/1993,
224,23087870,NATOS LOS ,LG,HID,CON,ACT,ISA,ANTIOQUIA,SAN CARLOS,6.2000000,-74.7833330,15/05/1995,
225,23087880,PTE PEATONAL ,LG,HID,CON,ACT,ISA,ANTIOQUIA,SAN CARLOS,6.1500000,-75.0333330,15/11/1994,
226,23087890,ARRIBA DESFOGUE ,LG,HID,CON,ACT,ISA,ANTIOQUIA,SAN CARLOS,6.1833333,-74.7833330,15/05/1995,
227,23087900,PTE LAS PALMAS ,LG,HID,CON,ACT,ISA,ANTIOQUIA,GRANADA,6.0666667,-75.0666670,15/12/1994,
228,23087910,CIMARRONAS ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CARMEN DE VIBORAL,6.8333333,-75.5000000,15/08/1999,
229,23087920,GRANDE 1 LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CARMEN DE VIBORAL,6.5500000,-75.5500000,15/07/2000,
230,23087930,GRANDE 2 LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CARMEN DE VIBORAL,6.5500000,-75.5500000,15/07/2000,
231,23087940,BOMBEO LA CEJA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RETIRO,6.1000000,-75.8000000,15/07/2000,
232,23087950,GUARANGO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RETIRO,6.8333333,-75.8000000,15/08/1999,
233,23087960,SALTO EL ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SANTUARIO,6.2166667,-75.4166670,15/08/2000,
234,23087970,BRIZUELA LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,GUARNE,6.3666667,-75.7500000,15/07/2000,
235,23087980,PEREIRITA 1 LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,LA CEJA,5.1500000,-75.7500000,15/07/2000,
236,23087990,PEREIRITA 2 LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,LA CEJA,5.1500000,-75.7500000,15/07/2000,
237,23088000,BARBACOAS ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,MARINILLA,6.3333333,-75.5166670,15/08/2000,
238,23088010,ABREO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,MARINILLA,6.2500000,-75.6333330,15/01/2000,
239,23088020,MALPASO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RIONEGRO,6.2500000,-75.6500000,15/08/2000,
240,23088030,MOSQUITA LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,GUARNE,6.2166667,-75.4333330,15/07/2000,
241,23088040,PTE ALCARAVANES ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,MARINILLA,6.1833333,-75.3500000,15/07/2000,
242,23088050,ANDES LOS ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CARMEN DE VIBORAL,6.0500000,-75.3166670,17/06/2005,
243,23088060,PALMA LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SAN VICENTE,6.3000000,-75.3166670,17/06/2005,
244,23088070,ENEA LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,GUARNE,6.1833333,-75.3833330,01/04/2005,
245,23088080,JORONDA LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,GUARNE,6.1833333,-75.3833330,17/06/2005,
246,23088090,GUAYABALA LA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,COCORNÁ,6.0500000,-75.1666670,01/11/2005,
247,23088100,RN-37 Q.ESP.SANTO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,RETIRO,6.1166667,-75.5000000,30/07/2002,
248,23088110,RN-9B EL SILENCIO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SAN RAFAEL,6.2833333,-75.0000000,09/09/1997,
249,23088120,EMBALSE PLAYAS ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SAN RAFAEL,6.2833333,-74.9333330,28/01/1998,
250,23088130,RESP.EMBAL.PLAYAS ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,SAN RAFAEL,6.2833333,-74.9333330,23/10/2004,
251,23090050,SIERRA LA-NARE ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,PUERTO BERRÍO,6.2166667,-74.5833330,15/12/1968,15/10/1993
252,23090070,PALESTINA ,PM,MET,CON,SUS,FFNN,ANTIOQUIA,PUERTO BERRÍO,6.4000000,-74.6666670,15/01/1918,15/04/1923
253,23100010,YOLOMBO ,PM,MET,CON,ACT,FNC,ANTIOQUIA,YOLOMBÓ,6.6000000,-75.0500000,15/01/1953,
254,23100020,YOLOMBO ,PM,MET,CON,SUS,MINAG,ANTIOQUIA,YOLOMBÓ,6.6000000,-75.0000000,15/01/1947,15/12/1950
255,23100090,CEIBA LA FLORESTA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,YOLOMBÓ,6.6166667,-74.8833330,15/04/1985,
256,23100100,TERESA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,VEGACHÍ,6.8000000,-74.6666670,15/04/1985,
257,23100110,VERSALLES ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,YOLOMBÓ,6.7000000,-74.9500000,15/05/1985,
258,23105010,MACEO ,CO,MET,CON,SUS,MINAG,ANTIOQUIA,MACEO,6.5500000,-74.7833330,15/05/1951,15/12/1953
259,23105040,GUAIRA LA ,CP,MET,CON,ACT,EEPP,ANTIOQUIA,YALÍ,6.6500000,-74.7500000,15/10/1983,
260,23105050,HONDA LA ,CP,MET,CON,ACT,EEPP,ANTIOQUIA,YOLOMBÓ,6.7000000,-74.5666670,15/08/1982,
261,23107050,GUAIRA LA PSB-1 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,YALÍ,6.6500000,-74.7666670,15/08/1981,
262,23107060,GUARQUINA LA PSB-2 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,YOLOMBÓ,6.7000000,-74.6000000,15/08/1981,
263,23107070,HONDA LA PSB-3 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,YOLOMBÓ,6.7000000,-74.5833330,15/08/1981,
264,23110020,TALADRO EL ,PM,MET,CON,SUS,IGAC,BOYACÁ,PUERTO BOYACÁ,5.9666667,-74.6000000,15/10/1965,15/08/1966
265,23170010,REMEDIOS ,PM,MET,CON,SUS,EDA,ANTIOQUIA,REMEDIOS,7.0333333,-74.6833330,15/01/1922,15/12/1961
266,23175010,CABUYAL ,CO,MET,CON,SUS,EEPP,ANTIOQUIA,REMEDIOS,6.9500000,-74.6000000,15/06/1985,15/04/1991
267,23175030,HATILLO EL ,CP,MET,CON,SUS,EEPP,ANTIOQUIA,REMEDIOS,6.7000000,-74.6000000,15/10/1982,15/05/1985
268,23177030,HATILLO EL PSB-4 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,REMEDIOS,6.9333333,-74.6666670,15/08/1983,15/02/1992
269,25020010,MARGENTO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CAUCASIA,8.0500000,-74.9500000,15/01/1922,15/01/1976
270,25020080,NECHI ,PM,MET,CON,SUS,EDA,ANTIOQUIA,NECHÍ,8.0666667,-74.8166670,15/02/1938,15/12/1941
271,25027470,CERRO LAS VARAS ,LM,HID,CON,SUS,CVM,BOLÍVAR,ACHÍ,8.3833333,-74.5833330,15/06/1962,15/09/1962
272,25027670,SAN LORENZO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,NECHÍ,8.1666667,-74.8666670,15/12/1989,
273,26160310,CASCADA LA ,PM,MET,CON,ACT,FNC,CALDAS,PÁCORA,5.4666667,-75.5500000,15/07/1983,
274,26165502,JARDIN,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,JARDÍN,5.6000000,-75.8497220,,
275,26170010,PUEBLORRICO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,PUEBLORRICO,5.7833333,-75.8500000,15/01/1922,15/09/1960
276,26170020,VALPARAISO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,VALPARAISO,5.6166667,-75.7000000,15/01/1922,15/12/1956
277,26170030,TAMESIS ,PM,MET,CON,SUS,EDA,ANTIOQUIA,TÁMESIS,5.6666667,-75.7166670,15/01/1922,15/12/1967
278,26170040,CARAMANTA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CARAMANTA,5.5500000,-75.6333330,15/02/1922,15/01/1976
279,26170050,JERICO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,JERICÓ,5.8000000,-75.7833330,15/03/1922,15/09/1967
280,26170060,TARSO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,TARSO,5.8333333,-75.8500000,15/04/1936,15/09/1960
281,26170090,VOLCAN EL ,PM,MET,CON,SUS,FNC,ANTIOQUIA,TÁMESIS,5.7333333,-75.8166670,15/08/1956,15/12/1959
282,26170100,CACIQUE EL ,PM,MET,CON,SUS,FNC,ANTIOQUIA,TÁMESIS,5.6166667,-75.7333330,15/01/1957,15/12/1963
283,26170140,PALERMO ,PM,MET,CON,SUS,FNC,ANTIOQUIA,TÁMESIS,5.6333333,-75.7166670,15/12/1964,15/03/1966
284,26170210,NACIONAL LA ,PM,MET,CON,ACT,FNC,ANTIOQUIA,TÁMESIS,5.6666667,-75.7333330,15/04/1960,
285,26170230,CIA NAL CHOCOLATES ,PM,MET,CON,ACT,FNC,ANTIOQUIA,TÁMESIS,5.6500000,-75.7166670,15/01/1970,
286,26170360,PROVIDENCIA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,TARSO,5.8333333,-75.7666670,15/01/1991,
287,26170380,SANTA TERESA ,PM,MET,CON,ACT,FNC,ANTIOQUIA,TÁMESIS,5.6500000,-75.7000000,15/05/1985,
288,26175090,VIRGEN DE ORO ,CP,MET,CON,ACT,FNC,ANTIOQUIA,TÁMESIS,5.7500000,-75.7000000,15/12/1997,
289,26175100,CRISTALINA LA ,CP,MET,CON,ACT,FNC,ANTIOQUIA,TÁMESIS,5.7000000,-75.5833330,15/01/1996,
290,26175502,LA CRISTALINA,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,TÁMESIS,5.7000000,-75.6599970,,
291,26180010,ABEJORRAL ,PM,MET,CON,SUS,EDA,ANTIOQUIA,ABEJORRAL,5.7833333,-75.4166670,15/01/1922,15/12/1958
292,26180020,MONTEBELLO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,MONTEBELLO,5.9000000,-75.5166670,15/01/1922,15/10/1960
293,26180030,STA BARBARA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,SANTA BÁRBARA,5.8833333,-75.5666670,15/01/1922,15/06/1967
294,26180060,DIAMANTE EL ,PM,MET,CON,SUS,ICEL,ANTIOQUIA,SONSÓN,5.7000000,-75.2833330,15/06/1955,15/08/1961
295,26180070,CARMEN EL CONVENTO ,PM,MET,CON,SUS,FNC,ANTIOQUIA,SONSÓN,5.7166667,-75.3000000,15/01/1956,15/11/1974
296,26180080,MESOPOTAMIA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,LA UNIÓN,5.8000000,-75.3166670,15/12/1958,
297,26180090,BUEY EL ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,ABEJORRAL,5.9166667,-75.4500000,15/12/1958,
298,26180100,UNION LA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,LA UNIÓN,5.9833333,-75.3666670,15/01/1959,
299,26180110,ABEJORRAL ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,ABEJORRAL,5.8000000,-75.4333330,15/01/1959,15/10/1991
300,26180120,STA BARBARA ,PM,MET,CON,ACT,FNC,ANTIOQUIA,SANTA BÁRBARA,5.8666667,-75.5666670,15/03/1959,
301,26180150,SONSON ,PM,MET,CON,SUS,EDA,ANTIOQUIA,SONSÓN,5.7166667,-75.2666670,15/02/1951,15/08/1961
302,26185501,SONSON,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,SONSÓN,5.6777194,-75.3478060,,
303,26187010,MAYORIA LA  BP-1 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,ABEJORRAL,5.9166667,-75.4500000,15/03/1942,15/02/1983
304,26187020,RIO PIEDRAS BP-2B ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,LA CEJA,5.9500000,-75.4166670,15/04/1942,15/12/1989
305,26187050,MAYORIA LA BP 5 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,LA CEJA,5.9000000,-75.4333330,15/08/1982,15/12/1985
306,26187060,UNION LA  BP-3 ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,LA UNIÓN,5.9500000,-75.3166670,15/09/1954,15/05/1958
307,26187070,BOCATOMA BP 2 ,LM,HID,CON,ACT,EEPP,ANTIOQUIA,LA CEJA,5.9500000,-75.4166670,15/04/1942,
308,26187080,STA CATALINA  BP-4 ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,ABEJORRAL,5.8833333,-75.4500000,15/11/1954,15/07/1958
309,26187090,PIEDRAS CANAL BP2A ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,LA CEJA,5.9333333,-75.4333330,15/05/1956,15/12/1989
310,26187100,SONSON   RS 2 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SONSÓN,5.6500000,-75.3166670,15/05/1963,15/12/1971
311,26187120,BOCATOMA BP 6 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,LA CEJA,5.9166667,-75.4500000,15/09/1984,15/05/1991
312,26187130,DERIVACION BP 7 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,LA CEJA,5.9333333,-75.4333330,15/02/1985,
313,26187140,SOBRANTE BOMBEOBP8 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,LA CEJA,5.9333333,-75.4333330,15/11/1984,
314,26187150,DERIVACION BP 9 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,LA CEJA,5.9666667,-75.4333330,15/03/1985,
315,26187160,ACDTO CEJA LA BP1 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,LA CEJA,5.9500000,-75.4333330,15/10/1989,
316,26187190,RS 1 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SONSÓN,5.7000000,-75.2666670,15/05/1955,15/12/1975
317,26187200,BP 5B ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,LA CEJA,6.0000000,-75.4333330,15/01/1990,
318,26187210,SANTA CECILIA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,LA UNIÓN,5.9833333,-75.3833330,20/01/2006,
319,26190010,SALGAR ,PM,MET,CON,SUS,EDA,ANTIOQUIA,SALGAR,5.9666667,-75.9833330,15/01/1922,15/12/1962
320,26190020,BOLIVAR ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CIUDAD BOLÍVAR,5.8500000,-76.0166670,15/01/1922,15/12/1967
321,26190030,ANDES ,PM,MET,CON,SUS,EDA,ANTIOQUIA,ANDES,5.6666667,-75.9000000,15/01/1922,15/12/1967
322,26190040,JARDIN ,PM,MET,CON,SUS,EDA,ANTIOQUIA,JARDÍN,5.5666667,-75.8500000,15/01/1922,15/10/1960
323,26190050,BETANIA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,BETANIA,5.7333333,-75.9833330,15/02/1922,15/03/1956
324,26190060,BOLIVAR CONVENTO ,PM,MET,CON,SUS,FNC,ANTIOQUIA,CIUDAD BOLÍVAR,5.8500000,-76.0166670,15/11/1952,15/12/1967
325,26190070,BETANIA TERUEL ,PM,MET,CON,SUS,FNC,ANTIOQUIA,BETANIA,5.7666667,-75.9666670,15/12/1953,15/05/1955
326,26190110,FARALLONES ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,ANDES,5.6333333,-75.9500000,15/02/1981,
327,26190140,PORVENIR EL ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,CIUDAD BOLÍVAR,5.8666667,-76.0166670,15/02/1981,15/01/1985
328,26190150,CACHIPAY ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,BETANIA,5.7666667,-75.8833330,15/08/1980,
329,26190160,REGADA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SALGAR,5.9833333,-76.0666670,15/03/1983,
330,26190170,VENTANAS ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,JARDÍN,5.5333333,-75.7833330,15/02/1981,
331,26190180,SALENTO ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SALGAR,5.9333333,-75.9166670,15/10/1982,
332,26190190,MERCEDES LAS ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,CIUDAD BOLÍVAR,5.9000000,-76.0333330,15/01/1985,
333,26190200,TEBAIDA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,JARDÍN,5.0666667,-75.7666670,15/01/1988,
334,26195010,MIGUEL VALENCIA ,CO,MET,CON,ACT,FNC,ANTIOQUIA,JARDÍN,5.5333333,-75.8500000,15/10/1952,
335,26195040,TRAPICHE EL ,CP,MET,CON,ACT,FNC,ANTIOQUIA,CIUDAD BOLÍVAR,5.8000000,-76.0166670,15/11/1996,
336,26195501,ANDES,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,ANDES,5.6601083,-75.9141390,,
337,26195502,CIUDAD BOLIVAR,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,CIUDAD BOLÍVAR,5.8686667,-75.9904420,,
338,26197050,CACHIPAY  PSJ 1 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,HISPANIA,5.7666667,-75.8833330,15/08/1980,
339,26197060,REMOLINO  PSJ 2 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,CIUDAD BOLÍVAR,5.8333333,-75.9000000,15/08/1980,15/10/1990
340,26197070,DOS EL PSJ 3 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SALGAR,5.9000000,-75.9000000,15/03/1983,15/06/1984
341,26200010,MINA EL ZANCUDO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,TITIRIBÍ,6.0833333,-75.7833330,15/07/1914,15/09/1966
342,26200020,EBEJICO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,EBÉJICO,6.3333333,-75.7500000,15/01/1922,15/12/1959
343,26200030,VENECIA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,VENECIA,5.9666667,-75.7333330,15/01/1922,15/10/1960
344,26200040,HELICONIA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,HELICONIA,6.2000000,-75.7500000,15/01/1922,15/02/1965
345,26200050,FREDONIA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,FREDONIA,5.9333333,-75.6666670,15/01/1922,15/10/1964
346,26200060,ARMENIA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,ARMENIA,6.1666667,-75.8000000,15/06/1922,15/05/1955
347,26200070,AMAGA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,AMAGÁ,6.0500000,-75.7000000,15/06/1922,15/10/1960
348,26200080,ANGELOPOLIS ,PM,MET,CON,SUS,EDA,ANTIOQUIA,ANGELÓPOLIS,6.1333333,-75.7500000,15/10/1922,15/09/1960
349,26200090,JONAS HDA ,PM,MET,CON,SUS,FNC,ANTIOQUIA,FREDONIA,5.9833333,-75.7000000,15/10/1952,15/01/1981
350,26200100,GUALANDAY HDA ,PM,MET,CON,SUS,FNC,ANTIOQUIA,FREDONIA,5.9666667,-75.6666670,15/04/1959,15/01/1975
351,26200110,CARIMAGUA ,PM,MET,CON,ACT,FNC,ANTIOQUIA,AMAGÁ,6.0166667,-75.6666670,15/10/1992,
352,26200160,RINCON EL ,PM,MET,CON,ACT,FNC,ANTIOQUIA,AMAGÁ,6.0333333,-75.7000000,15/01/1980,
353,26200170,LOMA LA ,PM,MET,CON,ACT,FNC,ANTIOQUIA,VENECIA,5.9500000,-75.7833330,15/01/1983,
354,26200180,VERGEL EL ,PM,MET,CON,ACT,FNC,ANTIOQUIA,VENECIA,5.9500000,-75.7166670,15/07/1984,
355,26200190,BARILOCHE ,PM,MET,CON,ACT,FNC,ANTIOQUIA,FREDONIA,5.9333333,-75.6166670,15/01/1980,
356,26205010,ESTEBAN JARAMILLO ,CO,MET,CON,SUS,FNC,ANTIOQUIA,VENECIA,5.9166667,-75.7166670,15/03/1950,15/12/1965
357,26205020,ROSARIO EL ,CP,MET,CON,ACT,FNC,ANTIOQUIA,VENECIA,5.9333333,-75.7166670,15/01/1967,
358,26205050,PIAMONTE ,CO,MET,CON,ACT,FNC,ANTIOQUIA,FREDONIA,5.9000000,-75.6333330,15/01/1968,
359,26205090,TITIRIBI AUTOMATICA ,CP,MET,AUT,ACT,GOLDPLATA RESOU,ANTIOQUIA,TITIRIBÍ,6.6969444,-75.8022220,23/08/2010,
360,26205501,EL ROSARIO,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,VENECIA,5.6258306,-75.7052780,,
361,26210010,CAICEDO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CAICEDO,6.4166667,-76.0000000,15/01/1922,15/12/1967
362,26210020,BETULIA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,BETULIA,6.1500000,-76.0000000,15/01/1922,15/12/1966
363,26210040,ANZA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,ANZÁ,6.3000000,-75.8666670,15/01/1922,15/01/1959
